76102785	60	37	7	7	0	0	0	0	1370	119	66	15	15	0	0	0	0	1370	189	110	23	23	0	0	0	0	1370	936	443	83	83	0	0	1	1	1370
61875003	195	126	0	0	10	10	2	1	1451	256	151	0	0	12	12	2	1	1451	344	193	0	0	20	20	11	9	1451	734	392	0	0	41	38	16	14	1451
18473301	92	35	0	0	0	0	0	0	2194	335	133	1	1	7	7	1	1	2194	565	221	2	2	16	16	10	10	2194	1184	490	13	13	28	24	18	18	2194
95016203	261	123	0	0	2	2	1	1	1516	344	160	0	0	2	2	1	1	1516	344	160	0	0	2	2	1	1	1516	798	367	0	0	6	5	1	1	1516
132940744	8	4	0	0	0	0	0	0	145	15	8	0	0	0	0	0	0	145	16	9	0	0	0	0	0	0	145	107	41	0	0	5	5	1	1	145
25250160	83	33	2	2	0	0	1	1	2172	210	86	3	3	0	0	1	1	2172	575	232	14	13	0	0	1	1	2172	1324	558	33	32	0	0	2	2	2172
50915402	2634	1687	1	1	57	53	1	1	13209	2904	1877	1	1	59	55	1	1	13209	3661	2369	1	1	67	63	1	1	13209	6362	3966	1	1	119	109	2	2	13209
13741474	163	67	0	0	26	23	12	11	1389	233	98	0	0	31	28	12	11	1389	251	105	0	0	33	30	13	12	1389	696	263	0	0	86	79	28	24	1389
104531516	374	143	4	4	16	16	1	1	3917	549	228	7	7	30	30	15	14	3917	797	337	14	12	37	32	17	16	3917	2322	1005	35	33	57	43	25	24	3917
76327598	117	52	1	1	0	0	0	0	2412	361	154	1	1	0	0	0	0	2412	611	255	2	2	2	2	2	2	2412	1371	537	10	10	36	28	9	9	2412
63196351	286	140	0	0	0	0	0	0	2144	384	187	0	0	0	0	0	0	2144	581	271	0	0	1	1	4	3	2144	1157	541	0	0	1	1	4	3	2144
60473530	1057	483	7	7	0	0	2	2	9390	1704	760	11	11	0	0	3	3	9390	2404	1039	12	12	1	1	5	5	9390	5176	2254	24	24	11	11	17	13	9390
85911844	0	0	0	0	0	0	0	0	233	33	16	0	0	0	0	0	0	233	45	22	0	0	1	1	0	0	233	146	73	0	0	7	7	1	1	233
80759955	144	58	4	4	4	4	0	0	4062	529	209	14	14	18	17	7	7	4062	1317	591	46	46	85	79	36	31	4062	1791	728	74	74	95	85	42	37	4062
82898642	377	273	0	0	14	13	0	0	1688	394	279	0	0	14	13	1	1	1688	433	301	0	0	14	13	1	1	1688	796	511	0	0	17	16	5	4	1688
19163256	267	79	0	0	24	22	3	3	2769	446	139	4	4	29	27	4	4	2769	642	202	6	6	64	60	22	21	2769	1338	436	21	21	129	106	43	36	2769
140267624	86	43	0	0	4	4	0	0	1482	104	51	0	0	4	4	0	0	1482	390	186	0	0	8	8	0	0	1482	932	404	0	0	32	28	1	1	1482
70186590	65	32	0	0	0	0	0	0	2078	196	84	0	0	1	1	5	4	2078	663	255	0	0	8	8	26	23	2078	1121	431	1	1	15	14	34	31	2078
55963214	560	223	5	5	59	49	3	3	5503	644	260	7	7	69	55	4	3	5503	1421	539	8	8	154	115	13	11	5503	2883	1182	34	34	227	168	20	15	5503
41515205	291	116	1	1	16	15	3	3	2352	506	215	1	1	21	20	3	3	2352	646	274	1	1	26	23	3	3	2352	1080	450	1	1	41	38	6	5	2352
93820663	20	8	0	0	0	0	0	0	271	20	8	0	0	0	0	0	0	271	30	13	0	0	0	0	0	0	271	211	91	4	4	0	0	1	1	271
43725519	302	132	31	31	17	16	3	3	2559	476	192	34	34	20	18	3	3	2559	733	299	55	55	43	40	3	3	2559	1003	409	126	126	50	44	4	4	2559
3503734	1110	619	70	70	93	93	5	5	12161	1768	1008	124	122	154	149	6	6	12161	2996	1736	205	203	264	256	12	12	12161	5681	3073	390	385	510	485	33	30	12161
86830493	316	149	0	0	9	9	5	5	5650	707	360	0	0	14	14	5	5	5650	1198	654	1	1	24	24	5	5	5650	3539	1816	2	2	111	96	27	26	5650
135263255	68	34	0	0	0	0	1	1	1050	82	42	0	0	0	0	1	1	1050	231	121	0	0	2	2	1	1	1050	703	332	2	2	18	15	5	5	1050
115609030	1019	328	10	10	56	54	12	12	8940	1769	598	12	12	94	86	20	18	8940	2736	895	13	13	151	135	35	31	8940	3828	1296	28	28	198	173	35	31	8940
122432429	307	116	7	7	0	0	0	0	4306	744	276	10	10	0	0	1	1	4306	1280	471	15	15	5	5	3	3	4306	2174	769	38	38	23	20	6	6	4306
109337004	0	0	0	0	0	0	0	0	1283	0	0	0	0	0	0	0	0	1283	55	20	0	0	0	0	0	0	1283	1208	436	0	0	14	14	6	6	1283
127009850	3	2	0	0	0	0	0	0	1031	138	53	7	5	0	0	4	2	1031	310	99	12	10	0	0	8	6	1031	527	176	15	13	0	0	8	6	1031
59022402	415	213	7	7	5	5	0	0	2587	730	370	10	10	15	15	3	3	2587	730	370	10	10	15	15	3	3	2587	1013	500	16	16	24	23	9	9	2587
86616657	213	112	0	0	3	2	3	3	1034	242	126	0	0	3	2	3	3	1034	242	126	0	0	3	2	3	3	1034	518	270	1	1	5	3	8	8	1034
98707773	1382	785	29	29	7	7	4	4	7738	1400	798	33	33	7	7	4	4	7738	2174	1190	53	53	22	20	6	6	7738	3874	2018	87	86	41	30	6	6	7738
64079770	185	65	0	0	14	13	6	5	1668	272	96	2	2	18	17	6	5	1668	353	127	2	2	24	23	15	14	1668	872	330	5	5	63	58	21	20	1668
76419160	210	90	0	0	5	5	2	2	2887	458	179	0	0	19	18	3	3	2887	852	334	0	0	30	29	7	7	2887	1438	558	1	1	49	46	10	10	2887
133135970	839	430	26	26	23	20	5	3	5203	1260	630	41	41	26	23	6	4	5203	1461	721	45	45	33	30	8	6	5203	2120	1006	122	121	39	35	16	13	5203
85623882	29	12	0	0	2	2	0	0	876	99	32	0	0	4	4	4	4	876	235	77	0	0	12	11	8	8	876	465	162	0	0	29	23	11	11	876
58883715	210	130	1	1	0	0	0	0	2319	436	240	5	5	0	0	1	1	2319	587	314	6	6	0	0	3	3	2319	1251	625	9	9	2	1	3	3	2319
85935756	142	56	0	0	7	7	0	0	830	210	83	0	0	10	10	0	0	830	230	91	0	0	10	10	0	0	830	339	137	0	0	12	12	0	0	830
29827518	94	37	11	11	0	0	2	2	1501	191	61	18	18	0	0	2	2	1501	413	157	51	47	2	2	10	4	1501	697	320	94	86	2	2	10	4	1501
14419615	511	161	2	2	30	27	0	0	6289	1059	362	7	7	50	45	7	3	6289	1829	624	8	8	75	68	16	11	6289	3073	1012	11	11	119	96	16	11	6289
33078703	340	166	0	0	9	9	0	0	3826	905	442	1	1	16	16	0	0	3826	921	449	1	1	16	16	0	0	3826	1898	899	3	3	54	54	0	0	3826
113143246	358	151	6	6	6	6	7	7	3294	516	207	7	7	6	6	9	9	3294	888	357	15	15	13	13	15	14	3294	1716	724	53	52	19	19	18	16	3294
37889013	162	85	0	0	1	1	2	2	4137	474	266	0	0	3	3	2	2	4137	1143	657	1	1	13	13	3	3	4137	2440	1415	4	4	33	30	9	8	4137
7662848	865	438	1	1	14	11	5	1	7386	1414	717	2	2	22	19	5	1	7386	2193	986	2	2	53	45	13	9	7386	3497	1552	3	3	120	92	25	17	7386
69995353	16	8	0	0	0	0	0	0	609	60	30	0	0	0	0	0	0	609	168	76	0	0	3	3	3	3	609	363	166	2	2	3	3	4	4	609
83602812	658	262	6	6	16	15	1	1	6360	943	363	6	6	21	20	1	1	6360	2047	800	15	12	62	52	2	2	6360	3109	1134	23	16	100	74	2	2	6360
939299	245	148	59	59	20	20	1	1	5717	354	190	67	67	30	28	6	5	5717	705	323	93	92	48	43	7	6	5717	3747	1725	533	530	111	92	7	6	5717
113970599	365	145	0	0	0	0	1	1	5393	1026	376	0	0	0	0	3	3	5393	1388	488	0	0	3	3	5	5	5393	2899	935	1	1	20	15	25	24	5393
140556802	119	53	0	0	0	0	1	1	603	140	63	0	0	2	2	1	1	603	140	63	0	0	2	2	1	1	603	306	131	0	0	4	3	2	2	603
34257736	562	280	0	0	3	3	2	2	2433	579	288	0	0	3	3	2	2	2433	579	288	0	0	3	3	2	2	2433	1243	646	0	0	3	3	2	2	2433
82111488	467	215	11	11	19	19	0	0	7579	1329	720	111	111	83	67	1	1	7579	1831	866	113	113	116	99	18	15	7579	3593	1613	158	158	167	130	27	24	7579
126043898	232	86	9	9	0	0	2	2	5327	482	187	22	22	0	0	2	2	5327	1023	377	32	32	4	4	4	4	5327	3571	1338	135	130	26	19	11	11	5327
84477254	104	47	7	7	6	6	0	0	2092	304	116	10	10	13	12	2	2	2092	584	228	11	11	32	26	9	9	2092	1029	348	12	11	55	43	18	18	2092
100699621	922	344	28	28	35	31	0	0	5502	1435	504	50	49	48	42	2	2	5502	1450	506	50	49	50	44	2	2	5502	2257	731	70	69	64	56	6	5	5502
87623885	0	0	0	0	0	0	0	0	107	5	3	0	0	0	0	0	0	107	5	3	0	0	0	0	0	0	107	96	46	0	0	0	0	1	1	107
56352694	679	329	12	12	13	12	2	2	3570	855	396	20	20	18	17	5	3	3570	1062	483	24	24	20	18	6	4	3570	1465	687	37	37	33	29	8	6	3570
25578752	83	31	0	0	0	0	1	1	761	174	56	1	1	0	0	3	3	761	177	56	1	1	0	0	3	3	761	386	152	7	7	0	0	3	3	761
128779283	6	5	0	0	0	0	0	0	1050	74	43	0	0	1	1	0	0	1050	149	83	0	0	14	14	11	11	1050	637	350	8	8	116	100	38	35	1050
140762201	422	162	0	0	19	17	4	4	3693	626	241	0	0	24	22	4	4	3693	942	367	0	0	38	36	6	6	3693	1968	756	0	0	61	57	9	9	3693
1928096	153	71	1	1	4	4	3	3	2703	295	142	1	1	4	4	3	3	2703	527	253	1	1	7	7	3	3	2703	1800	877	2	2	33	28	11	10	2703
65663678	250	122	0	0	14	14	1	1	2428	335	162	1	1	16	15	1	1	2428	637	266	1	1	37	31	4	3	2428	1301	514	8	8	60	52	13	8	2428
89072208	215	81	2	2	8	7	4	4	2598	339	129	2	2	23	22	4	4	2598	705	269	9	9	47	42	12	12	2598	1346	528	15	15	74	66	14	14	2598
107545550	215	96	0	0	8	8	1	1	1896	266	115	0	0	9	9	1	1	1896	570	229	0	0	20	19	6	6	1896	961	390	2	2	38	34	13	13	1896
79446758	13	7	0	0	0	0	0	0	617	13	7	0	0	0	0	0	0	617	15	8	0	0	0	0	0	0	617	549	170	20	19	8	7	9	5	617
65916987	675	253	0	0	33	33	4	3	8534	1244	444	0	0	52	52	4	3	8534	2069	714	0	0	98	98	5	4	8534	4702	1476	1	1	316	286	30	25	8534
88439967	147	56	0	0	1	1	0	0	1565	240	93	0	0	2	2	0	0	1565	284	106	0	0	3	3	1	1	1565	992	360	0	0	28	26	7	7	1565
71276064	493	231	1	1	7	7	5	5	3517	882	399	6	6	10	9	5	5	3517	954	434	6	6	10	9	6	6	3517	1584	718	6	6	20	18	9	9	3517
112730165	125	53	2	2	0	0	0	0	1380	129	55	2	2	0	0	0	0	1380	495	200	10	8	2	2	2	2	1380	709	287	15	13	2	2	2	2	1380
74553691	557	325	37	37	35	31	0	0	14949	2053	1198	132	132	97	86	4	4	14949	4803	2473	196	193	284	256	37	36	14949	6680	3250	230	227	374	318	48	46	14949
43349169	107	39	10	10	0	0	0	0	2609	224	85	18	18	1	1	2	2	2609	781	267	69	65	16	13	4	4	2609	1335	379	110	84	35	29	9	8	2609
33384407	780	336	54	54	22	22	2	2	7084	1306	532	80	73	43	42	3	3	7084	1928	761	111	104	69	64	7	7	7084	3232	1223	162	154	112	98	13	13	7084
